,x_coord,layer 1,layer 2,layer 3,layer 4
0,0.0,16.183465843357205,34.171510241132445,74.18165755130914,119.99136540329576
1,200.40080160320642,16.213521932832762,34.22640198977952,74.28555520005445,120.14840846092939
2,400.80160320641284,16.133539275877176,34.049544454927904,73.9051921783219,119.54108185567793
3,601.2024048096192,16.20887963332673,34.1657199604589,74.10335680415257,119.82887030840904
4,801.6032064128257,15.328168628754852,32.352031715768604,70.35136820507775,113.92561034786344
5,1002.0040080160321,15.71898921566293,33.059859613281844,71.71360783865367,116.01216620365784
6,1202.4048096192384,15.921127958629263,33.37436871278812,72.25794138804423,116.80982828059302
7,1402.805611222445,16.727835267804053,34.87189618855895,75.18595402513678,121.32310219878782
8,1603.2064128256513,17.631374601439305,36.54065334127701,78.4403059975834,126.33503391077353
9,1803.6072144288578,18.07583024427707,37.295453102696385,79.8368885667736,128.44231319532372
10,2004.0080160320642,18.399628567600942,37.820797922822706,80.77838573271966,129.8442821849219
11,2204.4088176352707,18.805743699364918,38.51818932411718,82.07857084417313,131.8121376636819
12,2404.809619238477,18.711633954885755,38.245842954717475,81.4336306513785,130.75251033908734
13,2605.2104208416836,18.218182034761014,37.203347453790514,79.24779798281463,127.29658476620921
14,2805.61122244489,18.098455582136516,36.90046306055756,78.56181252937722,126.18417302387871
15,3006.0120240480965,17.745071216964632,36.15875462070717,77.01048224982357,123.73304237474169
16,3206.4128256513027,18.277364687487633,37.147038042717995,78.94438763570524,126.71528590948684
17,3406.813627254509,18.306232928553648,37.167026753654575,78.94365733498296,126.69040019751759
18,3607.2144288577156,18.926177219894704,38.33558250560336,81.25062599594767,130.25973877679937
19,3807.615230460922,19.030713600249186,38.50742680577085,81.56015654170753,130.72095041642982
20,4008.0160320641285,19.527388747221508,39.431422065454754,83.37029879968539,133.51348580168099
21,4208.416833667335,19.238349856715466,38.82472332635708,82.10035808526683,131.50630272888415
22,4408.817635270541,18.76515587334943,37.84139136506876,80.05279809570133,128.27639737394145
23,4609.218436873748,19.31424826180782,38.79229089465028,81.83509167153656,130.98038595897694
24,4809.619238476954,19.75342147129792,39.49415028041782,83.07761290422738,132.82203230844826
25,5010.0200400801605,20.749752078785413,41.231970936125585,86.35015975435701,137.7976022391405
26,5210.420841683367,21.53671188893661,42.5608822656195,88.7950856639814,141.4810752820448
27,5410.821643286573,22.54746593170224,44.321319541275464,92.09808868276028,146.49664897808796
28,5611.22244488978,22.89815339288556,44.85297393215082,92.98048573049552,147.76815871810157
29,5811.623246492986,22.803009730490587,44.58105604192359,92.3045310870085,146.64284118871262
30,6012.024048096193,23.45837210232058,45.76603422114049,94.54030177324329,150.0451431023468
31,6212.424849699399,23.778437981208505,46.36684465314918,95.6573725170712,151.73483274433218
32,6412.825651302605,23.759931924981558,46.37271264006988,95.62893012225463,151.66724307435703
33,6613.226452905812,24.29732914930922,47.461154164286526,97.7518391748985,154.93815912005783
34,6813.627254509018,24.51424173396095,47.98421290880845,98.77902086088665,156.52404900100538
35,7014.0280561122245,24.182108831828963,47.50185163437876,97.83995715738783,155.07628642936967
36,7214.428857715431,23.948772245116295,47.22316927624457,97.3035490442814,154.2522193552516
37,7414.829659318638,23.79363517531317,47.095207715560036,97.05156762676097,153.86119010766635
38,7615.230460921844,23.656375733177462,46.986916510528594,96.81129011943136,153.47320502544358
39,7815.63126252505,23.22386011797377,46.27834035686263,95.34650682949146,151.1676761604801
40,8016.032064128257,23.08183832523553,46.07063330957964,94.80829688421812,150.26188604529585
41,8216.432865731464,23.049125416043964,46.000544698637256,94.46706256870463,149.61938857424008
42,8416.83366733467,23.69569499370482,47.14801209678876,96.42436111552053,152.476961989252
43,8617.234468937875,24.284456041196314,48.090617111141945,97.88458164204272,154.5136484068834
44,8817.635270541083,24.759577985223146,48.72613713732552,98.65878255615094,155.4438862078345
45,9018.036072144288,25.0645387374147,48.960234039787856,98.58223818495361,155.02419093527647
46,9218.436873747496,25.51375915711641,49.39415560442525,98.82545237970716,155.05783233033634
47,9418.837675350702,26.689317913983707,51.09825980666478,101.41759710129372,158.64157318300477
48,9619.238476953908,27.852141482557073,52.68345631860328,103.68281359816027,161.66806907995746
