,Unnamed: 0,x_coord,base,surface,velocity,bmb,smb,tmb,dQdx,dQdy
0,0,0.0,-408.6858943242252,47.68744895604366,120.59969863463915,3.173592957749871,0.8631800023100831,-2.310412955439788,0.32488672545272046,-2.6352996808925084
1,1,334.44816053511704,-408.0364713504164,47.61167113903436,121.19292731148506,3.1750091640431637,0.8506392859237099,-2.324369878119454,0.3471190449202501,-2.671488923039704
2,2,668.8963210702341,-407.3938905246472,47.53669169698714,121.78168240213712,3.180595511564806,0.8408015542430982,-2.339793957321708,0.3648839461460253,-2.7046779034677333
3,3,1003.3444816053512,-406.7578613232799,47.46247673019729,122.3662626968366,3.183083734882435,0.8334978588343844,-2.3495858760480504,0.37112906198612194,-2.720714938034172
4,4,1337.7926421404682,-406.1280932226775,47.388992338960136,122.946966985825,3.1911926382563687,0.8308942727704467,-2.3602983654859218,0.3676241769539157,-2.7279225424398374
5,5,1672.2408026755852,-405.504295699202,47.31620462357096,123.5240940593436,3.203243461710072,0.8301333742991693,-2.3731100874109026,0.35876772598736484,-2.7318778133982673
6,6,2006.6889632107025,-404.88617822921634,47.24407968432507,124.0979427076339,3.2192142392380276,0.8313487460258392,-2.3878654932121886,0.34795822463802734,-2.735823717850216
7,7,2341.1371237458197,-404.2735026043732,47.17258972591915,124.66879686429304,3.2454278346774212,0.8387337220443852,-2.406694112633036,0.3403676927060389,-2.747061805339075
8,8,2675.5852842809363,-403.6662664419388,47.10173447032433,125.23687349249356,3.280307518714837,0.8485570623741836,-2.4317504563406533,0.3308086730780105,-2.7625591294186638
9,9,3010.0334448160534,-403.06453377867047,47.031521389659424,125.80237069341284,3.3131554360680826,0.8604782093407133,-2.4526772267273693,0.3266256007772116,-2.779302827504581
10,10,3344.4816053511704,-402.4681808572368,46.961936043319824,126.36548251143968,3.346687859003762,0.8748533898840883,-2.4718344691196736,0.3269323009355812,-2.7987667700552548
11,11,3678.929765886288,-401.8761850586317,46.89285910716853,126.92638357891111,3.3640309513247892,0.8852789972814205,-2.4787519540433687,0.32118164522773446,-2.799933599271103
12,12,4013.377926421405,-401.28725514944114,46.82413991383876,127.48524272709724,3.366928600289289,0.8930500645843292,-2.47387853570496,0.31082392261477365,-2.7847024583197335
13,13,4347.826086956522,-400.700403830083,46.75566326043493,128.04222379163636,3.359085056428481,0.8953737752787851,-2.463711281149696,0.2980242803813641,-2.76173556153106
14,14,4682.274247491639,-400.1161890423445,46.68749425030623,128.59746521898032,3.3326021947033415,0.8874882621208328,-2.4451139325825086,0.2816752355109127,-2.7267891680934215
15,15,5016.722408026755,-399.53565851772686,46.61975513783721,129.15109740806008,3.2946292203473466,0.8751683530894175,-2.419460867257929,0.2611382653290745,-2.6805991325870036
16,16,5351.170568561873,-398.9596042510696,46.55253833682049,129.70324717628398,3.2465492892170977,0.8592248962923218,-2.387324392924776,0.23404545345119948,-2.621369846375975
17,17,5685.61872909699,-398.3874360610488,46.485774982041626,130.25402201637857,3.192433064431476,0.8403164724226561,-2.35211659200882,0.19928711322046874,-2.5514037052292884
18,18,6020.066889632107,-397.8180992810303,46.41934200989115,130.8035229269409,3.141594898040635,0.8235993577331213,-2.317995540307514,0.16116619151108116,-2.4791617318185954
19,19,6354.515050167223,-397.2506578233935,46.3531301931331,131.3518490195973,3.0937719237001233,0.8080160108272163,-2.285755912872907,0.11783105635942706,-2.403586969232334
20,20,6688.963210702341,-396.68485821062734,46.28710995478414,131.89908860271188,3.048434337954425,0.7937903827223364,-2.2546439552320887,0.07561333236715154,-2.3302572875992404
21,21,7023.411371237458,-396.12069006081344,46.22128008343181,132.44532613732,3.002512695056405,0.7788056869328018,-2.2237070081236032,0.028702909422409904,-2.252409917546013
22,22,7357.859531772575,-395.55820206760063,46.15564626088681,132.99064387658038,2.955700110488699,0.7636202910983946,-2.192079819390304,-0.022126465350931383,-2.169953354039373
23,23,7692.3076923076915,-394.9978016854815,46.09025603091216,133.53511062642033,2.9025524349418053,0.7394998835306107,-2.1630525514111945,-0.07878083512457468,-2.0842717162866196
24,24,8026.755852842809,-394.44003169923633,46.02517272826415,134.0787901202578,2.8377337263524334,0.7078565722324576,-2.129877154119976,-0.13845930128684814,-1.9914178528331279
25,25,8361.204013377926,-393.8852864609095,45.9604423678487,134.62174480569283,2.769594933180982,0.6726898303669036,-2.0969051028140786,-0.20223656823817082,-1.8946685345759078
26,26,8695.652173913044,-393.3329947798227,45.89599830037184,135.16402884085895,2.699857114732147,0.6346108043903508,-2.0652463103417964,-0.27415377013107944,-1.791092540210717
27,27,9030.10033444816,-392.7821998698985,45.83172888340141,135.7056930734405,2.6343223609735524,0.5944086745266793,-2.039913686446873,-0.34717522752567265,-1.6927384589212005
28,28,9364.548494983275,-392.2320877288013,45.76753913520359,136.24678746045845,2.566788805140132,0.5468730867321905,-2.0199157184079417,-0.42274283554503234,-1.5971728828629095
29,29,9698.996655518396,-391.6828385520148,45.70345008185991,136.78735586071812,2.4962232315629187,0.49827653691323787,-1.9979466946496807,-0.5014432034464659,-1.4965034912032147
30,30,10033.44481605351,-391.1350526690012,45.639531772718726,137.32743955600498,2.4302636702506195,0.45123391628103254,-1.979029753969587,-0.581858815768295,-1.3971709382012918
31,31,10367.892976588628,-390.5892580301194,45.57584581158423,137.8670789024262,2.3666078239536588,0.4034652117154673,-1.9631426122381914,-0.656738819211247,-1.3064037930269445
32,32,10702.341137123743,-390.0454331202585,45.51238968796905,138.4063074389956,2.295850953064132,0.3471651763279893,-1.9486857767361423,-0.736098069464405,-1.2125877072717373
33,33,11036.789297658865,-389.50330877517854,45.44913199448644,138.94515563220045,2.2149750073873813,0.2816764268146053,-1.933298580572776,-0.8049923566684667,-1.1283062239043093
34,34,11371.23745819398,-388.9626109628088,45.38604075574754,139.48365352742465,2.1247746657345368,0.20710331268249718,-1.9176713530520395,-0.8692551294136467,-1.0484162236383927
35,35,11705.685618729096,-388.423036537763,45.323080599280914,140.02182794731124,2.035165203237244,0.1294482800518549,-1.905716923185389,-0.927261962865034,-0.978454960320355
36,36,12040.133779264212,-387.8842684841277,45.2602145341348,140.55970417908512,1.94075948286933,0.04154235227477431,-1.8992171305945558,-0.9786997146465285,-0.9205174159480273
37,37,12374.581939799333,-387.3460567007155,45.19741337729173,141.09730709411443,1.849911307476697,-0.050141106420270455,-1.9000524138969674,-1.0272180575589553,-0.8728343563380121
38,38,12709.030100334448,-386.8087185311403,45.13471415794106,141.63465812151847,1.755083014395691,-0.14523570519080983,-1.9003187195865008,-1.0711993753661861,-0.8291193442203146
39,39,13043.478260869564,-386.2728569680477,45.07218723618436,142.17177695760472,1.654259892562344,-0.2445052801705291,-1.8987651727328732,-1.1110333319353118,-0.7877318407975613
40,40,13377.926421404682,-385.738992178722,45.0098933076589,142.7086829429084,1.544931685483183,-0.3476668443343762,-1.8925985298175592,-1.147353761467871,-0.7452447683496881
41,41,13712.3745819398,-385.2068749567784,44.94780329375708,143.24539231694737,1.4329192400839024,-0.4490195330237987,-1.881938773107701,-1.1845989488063964,-0.6973398243013047
42,42,14046.822742474917,-384.6758470543792,44.88584038693406,143.78191967056728,1.3350224385843976,-0.5365597285385779,-1.8715821671229755,-1.217454698021706,-0.6541274691012695
43,43,14381.270903010032,-384.1453031411846,44.82393395431485,144.31827944547862,1.2459040085643283,-0.605165899516804,-1.8510699080811321,-1.2523380566911502,-0.598731851389982
44,44,14715.71906354515,-383.6151870826043,44.76207744584364,144.85448478668616,1.1666491280467048,-0.6614449357402717,-1.8280940637869767,-1.2805753379205482,-0.5475187258664285
45,45,15050.167224080267,-383.0857509936959,44.70030027952607,145.39054811138698,1.0946670607011757,-0.704289223027416,-1.7989562837285917,-1.3020854156911343,-0.4968708680374574
46,46,15384.615384615385,-382.5572398883504,44.63863104476928,145.9264816393672,1.0398366052992394,-0.7315068539918025,-1.7713434592910418,-1.3194628885412187,-0.451880570749823
47,47,15719.0635451505,-382.029789652333,44.57708559738231,146.46229562542882,0.9927842876710681,-0.7480810640135057,-1.7408653516845738,-1.33596052360916,-0.4049048280754137
48,48,16053.511705685618,-381.5034715324135,44.51567225078318,146.9979991604703,0.9673594132450639,-0.7554408194397332,-1.722800232684797,-1.3463289907459868,-0.3764712419388103
49,49,16387.959866220735,-380.9783336301847,44.4543966176987,147.5336012159987,0.9490737901164025,-0.7593037288984107,-1.7083775190148132,-1.3554378381031449,-0.3529396809116683
50,50,16722.408026755853,-380.4541757360913,44.393235336708535,148.06910960360582,0.9380794657376217,-0.7547030370433816,-1.6927825027810033,-1.3627702119051508,-0.3300122908758525
51,51,17056.85618729097,-379.9306424779981,44.33214694127128,148.6045314100857,0.9370543812230641,-0.7441850426141943,-1.6812394238372583,-1.3673127911146836,-0.3139266327225747
52,52,17391.304347826088,-379.4074116062767,44.27109382973998,149.1398736588035,0.9355197275724758,-0.7362399991261102,-1.671759726698586,-1.364981080783801,-0.306778645914785
53,53,17725.7525083612,-378.88458560303553,44.21008796022329,149.67514274647945,0.9304916799713236,-0.7212991304948779,-1.6517908104662016,-1.3603296563603928,-0.29146115410580875
54,54,18060.20066889632,-378.3625468502088,44.14917395089672,150.21034465687228,0.917367252248632,-0.707811564263465,-1.625178816512097,-1.3522342087242978,-0.2729446077877993
55,55,18394.64882943144,-377.8416535549577,44.08839359910624,150.74548528154335,0.8948938076093422,-0.6926979442715893,-1.5875917518809315,-1.3425877800183688,-0.24500397186256273
56,56,18729.096989966554,-377.32188886134577,44.02774493801955,151.2805694180309,0.8735653716374568,-0.674614926634267,-1.5481802982717239,-1.3337983930434183,-0.21438190522830558
57,57,19063.54515050167,-376.8029753172632,43.96719559318113,151.81560110373937,0.8554754953667213,-0.6568457666124955,-1.5123212619792168,-1.3267057246622653,-0.18561553731695146
