,x_coord,base,surface,velocity,bmb,smb,tmb,dQdx,dQdy
0,0.0,-408.68589432422516,47.68744895604366,120.59969863463915,0.9999999999999996,0.3000000450140696,-0.6056371545803194,0.5533516990606648,-1.1589888536409836
1,334.44816053511704,-408.0364713504164,47.61167113903436,121.19292731148506,0.9999999999999994,0.3000000560924277,-0.6083338704755622,0.5452156561867634,-1.1535495266623255
2,668.8963210702341,-407.3938905246472,47.53669169698714,121.78168240213711,0.9999999999999999,0.3000000691409455,-0.6099569553207527,0.5384433606919795,-1.1484003160127323
3,1003.3444816053511,-406.7578613232799,47.46247673019729,122.3662626968366,0.9999999999999999,0.30000008502708164,-0.6107056811551757,0.5328169553222892,-1.143522636477465
4,1337.7926421404682,-406.1280932226775,47.388992338960136,122.946966985825,1.0000000000000004,0.300000104618295,-0.6107793200181166,0.5281185828236697,-1.1388979028417858
5,1672.2408026755852,-405.504295699202,47.316204623570954,123.52409405934361,1.0000000000000007,0.3000001287820443,-0.6103771439488599,0.5241303859420969,-1.1345075298909564
6,2006.6889632107022,-404.88617822921634,47.24407968432507,124.0979427076339,1.000000000000001,0.3000001583857883,-0.609698424986691,0.5206345074235477,-1.1303329324102382
7,2341.1371237458193,-404.27350260437316,47.17258972591915,124.66879686429304,1.0000000000000013,0.30000019440593295,-0.608968028470941,0.5173889396859522,-1.1263569681568932
8,2675.5852842809363,-403.66626644193883,47.10173447032433,125.23687349249357,1.000000000000002,0.3000002383099938,-0.6085261886060414,0.5140428108767703,-1.1225689994828116
9,3010.0334448160534,-403.06453377867047,47.031521389659424,125.80237069341284,1.0000000000000018,0.300000291703805,-0.6087456328494592,0.5102145878876352,-1.1189602207370948
10,3344.4816053511704,-402.46818085723675,46.961936043319824,126.36548251143968,1.000000000000001,0.30000035635245054,-0.6098199308478405,0.5056997681963032,-1.115519699044144
11,3678.9297658862874,-401.87618505863173,46.89285910716853,126.92638357891111,1.0000000000000004,0.3000004347831947,-0.6110851357282098,0.5011411837161356,-1.1122263194443458
12,4013.3779264214045,-401.28725514944114,46.824139913838756,127.48524272709724,1.0,0.3000005297510711,-0.6116210417300251,0.49743488245009326,-1.1090559241801183
13,4347.826086956522,-400.700403830083,46.75566326043493,128.04222379163636,1.0000000000000007,0.3000006442762209,-0.6107744488226821,0.495214473056719,-1.1059889218794012
14,4682.274247491639,-400.1161890423445,46.68749425030623,128.59746521898032,1.0000000000000013,0.3000007827262103,-0.6092496692426509,0.4937792671557849,-1.103028936398436
15,5016.722408026755,-399.53565851772686,46.61975513783721,129.15109740806008,1.0000000000000022,0.3000009498956935,-0.6081813011088292,0.4920056489337913,-1.100186950042621
